transfer_id,from_node,to_node,sku_id,units,transit_hrs,handling_cost_eur,transit_cost_eur,storage_cost_eur,total_cost_eur,transfer_mode,status,transfer_date
1359,1DC_MAD,IXD_MAD,SKU_0140,405,5.9,0.134,0.564,0.023,292.0,road,completed,2024-10-28
1360,RDC_IBE,IXD_MAD,SKU_0182,734,6.5,0.141,0.673,0.064,644.45,road,completed,2024-10-28
1361,IXD_PAR,FC_PAR1,SKU_0141,218,6.3,0.137,0.447,0.016,130.8,road,completed,2024-10-28
1362,IXD_PAR,FC_PAR1,SKU_0002,795,2.8,0.047,0.572,0.037,521.52,road,completed,2024-10-28
1363,IXD_PAR,FC_MUN1,SKU_0237,232,1.8,0.067,0.264,0.02,81.43,road,completed,2024-10-28
1364,IXD_PAR,FC_MUN1,SKU_0097,459,4.4,0.145,0.349,0.018,235.01,road,completed,2024-10-28
1365,RDC_IBE,IXD_MAD,SKU_0150,204,8.0,0.104,0.057,0.093,51.82,road,completed,2024-10-28
1366,IXD_PAR,FC_MUN1,SKU_0022,60,4.1,0.042,0.305,0.082,25.74,road,completed,2024-10-28
1367,IXD_BCN,FC_BCN1,SKU_0039,407,3.2,0.11,0.559,0.089,308.51,road,completed,2024-10-28
1368,1DC_MUC,IXD_PAR,SKU_0187,137,6.4,0.094,0.747,0.016,117.41,road,completed,2024-10-28
1369,IXD_BCN,FC_BCN1,SKU_0088,661,2.0,0.091,0.346,0.091,349.01,road,completed,2024-10-28
1370,RDC_IBE,IXD_MAD,SKU_0154,268,9.3,0.148,0.116,0.061,87.1,road,completed,2024-10-28
1371,IXD_BCN,FC_BCN1,SKU_0041,509,4.0,0.057,0.109,0.059,114.53,road,completed,2024-10-28
1372,IXD_BER,FC_BER1,SKU_0223,440,3.0,0.063,0.167,0.045,121.0,road,completed,2024-10-28
1373,1DC_MUC,IXD_PAR,SKU_0180,274,8.6,0.145,0.437,0.021,165.22,road,completed,2024-10-28
1374,IXD_BCN,FC_BCN2,SKU_0207,614,6.1,0.052,0.186,0.063,184.81,road,completed,2024-10-28
1375,IXD_PAR,FC_PAR1,SKU_0203,897,3.9,0.062,0.588,0.046,624.31,road,completed,2024-10-29
1376,IXD_BCN,FC_BCN2,SKU_0147,664,4.3,0.036,0.493,0.084,407.03,road,completed,2024-10-29
1377,IXD_PAR,FC_PAR1,SKU_0017,584,4.7,0.053,0.753,0.025,485.3,road,completed,2024-10-29
1378,1DC_MUC,IXD_PAR,SKU_0076,244,8.8,0.044,0.412,0.035,119.8,road,completed,2024-10-29
1379,1DC_BCN,IXD_BER,SKU_0200,372,9.0,0.039,0.181,0.057,103.04,road,completed,2024-10-29
1380,IXD_BCN,FC_BCN1,SKU_0030,847,7.4,0.03,0.421,0.02,398.94,road,completed,2024-10-29
1381,1DC_MUC,IXD_PAR,SKU_0247,550,7.5,0.116,0.382,0.028,289.3,road,completed,2024-10-29
1382,1DC_CDG,IXD_PAR,SKU_0232,80,10.3,0.073,0.094,0.03,15.76,road,completed,2024-10-29
1383,IXD_PAR,FC_PAR2,SKU_0149,211,2.5,0.068,0.069,0.075,44.73,road,completed,2024-10-29
1384,RDC_FRA,IXD_PAR,SKU_0154,21,7.8,0.12,0.765,0.065,19.95,road,completed,2024-10-29
1385,1DC_BCN,IXD_BCN,SKU_0187,468,6.3,0.047,0.114,0.099,121.68,road,completed,2024-10-29
1386,RDC_FRA,IXD_PAR,SKU_0047,739,8.0,0.089,0.34,0.072,370.24,road,completed,2024-10-29
1387,IXD_MAD,FC_MAD1,SKU_0014,174,4.2,0.047,0.269,0.013,57.25,road,completed,2024-10-29
1388,IXD_MAD,FC_MAD1,SKU_0042,119,5.0,0.096,0.676,0.012,93.3,road,completed,2024-10-29
1389,IXD_BCN,FC_BCN2,SKU_0182,251,4.1,0.106,0.678,0.031,204.56,road,completed,2024-10-29
1390,1DC_CDG,IXD_PAR,SKU_0201,357,8.9,0.041,0.101,0.089,82.47,road,completed,2024-10-29
1391,RDC_IBE,IXD_MAD,SKU_0014,513,7.4,0.129,0.11,0.063,154.93,road,completed,2024-10-29
1392,IXD_MAD,FC_MAD1,SKU_0210,203,1.0,0.039,0.736,0.098,177.22,road,completed,2024-10-29
1393,IXD_BCN,FC_BCN1,SKU_0037,893,3.4,0.058,0.402,0.046,451.86,road,completed,2024-10-29
1394,1DC_BCN,IXD_BCN,SKU_0004,779,11.0,0.119,0.512,0.035,518.81,road,completed,2024-10-29
1395,IXD_PAR,FC_MUN1,SKU_0189,55,3.0,0.103,0.397,0.08,31.9,road,completed,2024-10-29
1396,IXD_MAD,FC_MAD1,SKU_0063,882,6.0,0.148,0.191,0.057,349.27,road,completed,2024-10-29
1397,RDC_LYS,IXD_PAR,SKU_0058,145,8.1,0.133,0.395,0.068,86.42,road,completed,2024-10-29
1398,IXD_PAR,FC_PAR1,SKU_0208,735,5.4,0.06,0.759,0.07,653.41,road,completed,2024-10-29
1399,IXD_MAD,FC_MAD2,SKU_0066,62,5.4,0.051,0.588,0.069,43.9,road,completed,2024-10-29
1400,IXD_PAR,FC_PAR2,SKU_0235,85,5.8,0.048,0.662,0.05,64.6,road,completed,2024-10-29
1401,IXD_BCN,FC_BCN1,SKU_0071,568,4.1,0.069,0.11,0.064,138.02,road,completed,2024-10-29
1402,IXD_BER,FC_BER1,SKU_0173,863,3.8,0.119,0.56,0.084,658.47,road,completed,2024-10-29
1403,IXD_PAR,FC_PAR2,SKU_0128,527,4.1,0.147,0.298,0.095,284.58,road,completed,2024-10-29
1404,IXD_BCN,FC_BCN2,SKU_0204,465,2.6,0.046,0.404,0.017,217.16,road,completed,2024-10-29
1405,RDC_IBE,IXD_BCN,SKU_0217,699,8.2,0.142,0.645,0.024,566.89,road,completed,2024-10-29
1406,IXD_PAR,FC_MUN1,SKU_0200,311,1.7,0.054,0.364,0.072,152.39,road,completed,2024-10-29
1407,RDC_LYS,IXD_PAR,SKU_0100,314,9.7,0.104,0.585,0.012,220.11,road,completed,2024-10-29
1408,IXD_BCN,FC_BCN1,SKU_0232,304,2.9,0.075,0.674,0.089,254.75,road,completed,2024-10-29
1409,RDC_IBE,IXD_MAD,SKU_0098,731,10.2,0.145,0.099,0.082,238.31,road,completed,2024-10-29
1410,1DC_BCN,IXD_BCN,SKU_0123,688,8.3,0.146,0.799,0.025,667.36,road,completed,2024-10-29
1411,1DC_MUC,IXD_PAR,SKU_0069,898,10.3,0.079,0.737,0.052,779.46,road,completed,2024-10-29
1412,1DC_MAD,IXD_MAD,SKU_0098,751,10.4,0.066,0.799,0.092,718.71,road,completed,2024-10-29
1413,IXD_BCN,FC_BCN1,SKU_0091,217,2.9,0.071,0.54,0.06,145.61,road,completed,2024-10-29
1414,IXD_MAD,FC_MAD1,SKU_0247,233,3.0,0.138,0.669,0.043,198.05,road,completed,2024-10-29
1415,RDC_IBE,IXD_MAD,SKU_0058,90,10.3,0.138,0.75,0.077,86.85,road,completed,2024-10-30
1416,IXD_PAR,FC_PAR2,SKU_0051,156,4.0,0.098,0.313,0.021,67.39,road,completed,2024-10-30
1417,RDC_FRA,IXD_PAR,SKU_0169,528,9.7,0.127,0.405,0.082,324.19,road,completed,2024-10-30
1418,IXD_BCN,FC_BCN1,SKU_0059,596,7.0,0.09,0.462,0.035,349.85,road,completed,2024-10-30
1419,1DC_BCN,IXD_PAR,SKU_0189,404,8.4,0.117,0.369,0.047,215.33,road,completed,2024-10-30
1420,IXD_PAR,FC_PAR2,SKU_0188,243,4.7,0.049,0.246,0.089,93.31,road,completed,2024-10-30
1421,IXD_PAR,FC_PAR1,SKU_0111,632,1.1,0.078,0.606,0.072,477.79,road,completed,2024-10-30
1422,RDC_LYS,IXD_PAR,SKU_0107,422,6.5,0.117,0.162,0.03,130.4,road,completed,2024-10-30
1423,IXD_MAD,FC_MAD2,SKU_0149,257,3.8,0.031,0.519,0.06,156.77,road,completed,2024-10-30
1424,1DC_BCN,IXD_BCN,SKU_0166,704,9.4,0.044,0.192,0.059,207.68,road,completed,2024-10-30
1425,1DC_MAD,IXD_MAD,SKU_0236,188,7.0,0.034,0.072,0.042,27.82,road,completed,2024-10-30
1426,IXD_BER,FC_BER1,SKU_0115,865,4.5,0.081,0.142,0.076,258.63,road,completed,2024-10-30
1427,IXD_BCN,FC_BCN2,SKU_0018,615,4.9,0.043,0.689,0.095,508.6,road,completed,2024-10-30
1428,IXD_BER,FC_BER1,SKU_0250,80,3.3,0.143,0.074,0.097,25.12,road,completed,2024-10-30
1429,IXD_BCN,FC_BCN2,SKU_0012,323,2.1,0.107,0.731,0.032,281.01,road,completed,2024-10-30
1430,RDC_IBE,IXD_BCN,SKU_0207,143,6.7,0.1,0.674,0.016,112.97,road,completed,2024-10-30
1431,RDC_IBE,IXD_MAD,SKU_0043,559,8.4,0.068,0.355,0.093,288.44,road,completed,2024-10-30
1432,RDC_IBE,IXD_MAD,SKU_0109,437,9.9,0.031,0.66,0.027,313.77,road,completed,2024-10-30
1433,1DC_MUC,IXD_PAR,SKU_0224,765,5.7,0.125,0.423,0.062,466.65,road,completed,2024-10-30
1434,1DC_MAD,IXD_MAD,SKU_0031,893,5.0,0.099,0.236,0.083,373.27,road,completed,2024-10-30
1435,1DC_MUC,IXD_PAR,SKU_0006,178,7.2,0.084,0.508,0.042,112.85,road,completed,2024-10-30
1436,IXD_BCN,FC_BCN2,SKU_0118,660,2.0,0.115,0.333,0.032,316.8,road,completed,2024-10-31
1437,1DC_MAD,IXD_MAD,SKU_0152,281,7.5,0.085,0.606,0.074,214.97,road,completed,2024-10-31
1438,IXD_PAR,FC_MUN1,SKU_0243,547,1.6,0.054,0.643,0.045,405.87,road,completed,2024-10-31
1439,IXD_PAR,FC_PAR1,SKU_0130,179,3.6,0.103,0.244,0.086,77.51,road,completed,2024-10-31
1440,RDC_FRA,IXD_PAR,SKU_0064,244,8.9,0.117,0.254,0.019,95.16,road,completed,2024-10-31
1441,1DC_BCN,IXD_BER,SKU_0061,311,8.3,0.15,0.182,0.032,113.2,road,completed,2024-10-31
1442,RDC_IBE,IXD_BCN,SKU_0233,148,6.7,0.126,0.495,0.011,93.54,road,completed,2024-10-31
1443,1DC_BCN,IXD_BCN,SKU_0023,159,6.5,0.101,0.151,0.054,48.65,road,completed,2024-10-31
1444,IXD_BCN,FC_BCN2,SKU_0188,692,3.7,0.072,0.67,0.069,561.21,road,completed,2024-10-31
1445,1DC_BCN,IXD_PAR,SKU_0127,58,9.7,0.106,0.625,0.031,44.2,road,completed,2024-10-31
1446,RDC_FRA,IXD_PAR,SKU_0196,486,8.3,0.058,0.77,0.087,444.69,road,completed,2024-10-31
1447,IXD_PAR,FC_PAR2,SKU_0110,778,3.4,0.05,0.164,0.058,211.62,road,completed,2024-10-31
1448,IXD_PAR,FC_PAR1,SKU_0196,434,3.6,0.088,0.637,0.091,354.14,road,completed,2024-10-31
1449,1DC_BCN,IXD_BCN,SKU_0166,177,8.8,0.076,0.505,0.044,110.62,road,completed,2024-10-31
1450,IXD_BCN,FC_BCN2,SKU_0026,324,6.2,0.075,0.669,0.037,253.04,road,completed,2024-10-31
1451,IXD_BCN,FC_BCN1,SKU_0245,541,5.5,0.15,0.652,0.04,455.52,road,completed,2024-10-31
1452,IXD_BCN,FC_BCN1,SKU_0099,596,2.5,0.102,0.285,0.044,256.88,road,completed,2024-10-31
1453,IXD_PAR,FC_MUN1,SKU_0093,397,5.6,0.081,0.708,0.016,319.59,road,completed,2024-10-31
1454,IXD_MAD,FC_MAD2,SKU_0005,66,6.5,0.069,0.184,0.012,17.49,road,completed,2024-10-31
1455,RDC_LYS,IXD_PAR,SKU_0162,111,8.2,0.073,0.412,0.025,56.61,road,completed,2024-10-31
1456,1DC_CDG,IXD_PAR,SKU_0006,120,8.9,0.046,0.189,0.063,35.76,road,completed,2024-10-31
1457,IXD_MAD,FC_MAD2,SKU_0045,211,4.6,0.033,0.743,0.037,171.54,road,completed,2024-10-31
1458,IXD_BCN,FC_BCN2,SKU_0119,486,3.8,0.065,0.552,0.032,315.41,road,completed,2024-10-31
1459,1DC_BCN,IXD_PAR,SKU_0054,60,6.8,0.116,0.393,0.038,32.82,road,completed,2024-10-31
1460,RDC_IBE,IXD_BCN,SKU_0100,773,10.0,0.06,0.423,0.092,444.47,road,completed,2024-10-31
1461,RDC_LYS,IXD_PAR,SKU_0191,719,9.2,0.074,0.747,0.039,618.34,road,completed,2024-10-31
1462,1DC_MUC,IXD_PAR,SKU_0208,346,7.4,0.098,0.14,0.034,94.11,road,completed,2024-10-31
1463,RDC_LYS,IXD_PAR,SKU_0108,75,10.7,0.065,0.461,0.021,41.03,road,completed,2024-10-31
1464,RDC_LYS,IXD_PAR,SKU_0001,573,6.6,0.079,0.074,0.087,137.52,road,completed,2024-10-31
1465,IXD_BCN,FC_BCN2,SKU_0077,775,3.8,0.049,0.61,0.09,580.48,road,completed,2024-10-31
1466,IXD_BCN,FC_BCN1,SKU_0149,216,4.0,0.114,0.48,0.014,131.33,road,completed,2024-10-31
1467,IXD_PAR,FC_PAR2,SKU_0246,37,5.8,0.094,0.051,0.049,7.18,road,completed,2024-10-31
1468,IXD_PAR,FC_PAR2,SKU_0086,298,2.8,0.138,0.545,0.026,211.28,road,completed,2024-10-31
1469,IXD_BER,FC_BER1,SKU_0062,514,5.7,0.036,0.7,0.033,395.27,road,completed,2024-10-31
1470,RDC_FRA,IXD_BER,SKU_0156,586,6.7,0.096,0.732,0.015,494.0,road,completed,2024-10-31
1471,RDC_IBE,IXD_BCN,SKU_0071,335,10.9,0.15,0.187,0.043,127.3,road,completed,2024-10-31
1472,IXD_PAR,FC_PAR1,SKU_0174,74,4.9,0.136,0.492,0.012,47.36,road,completed,2024-10-31
1473,IXD_MAD,FC_MAD2,SKU_0148,270,4.8,0.076,0.219,0.013,83.16,road,completed,2024-10-31
1474,RDC_IBE,IXD_BCN,SKU_0069,374,7.9,0.035,0.52,0.095,243.1,road,completed,2024-11-01
1475,IXD_PAR,FC_PAR1,SKU_0007,424,5.9,0.073,0.73,0.067,368.88,road,completed,2024-11-01
1476,1DC_MAD,IXD_MAD,SKU_0159,453,7.1,0.141,0.282,0.021,201.13,road,completed,2024-11-01
1477,1DC_BCN,IXD_BER,SKU_0096,780,9.4,0.069,0.387,0.027,376.74,road,completed,2024-11-01
1478,IXD_BCN,FC_BCN1,SKU_0092,364,3.4,0.15,0.654,0.027,302.48,road,completed,2024-11-01
1479,1DC_MAD,IXD_MAD,SKU_0179,179,7.8,0.112,0.589,0.06,136.22,road,completed,2024-11-01
1480,RDC_IBE,IXD_BCN,SKU_0056,575,7.5,0.117,0.775,0.059,546.82,road,completed,2024-11-01
1481,IXD_BCN,FC_BCN1,SKU_0190,531,4.1,0.124,0.469,0.081,357.89,road,completed,2024-11-01
1482,IXD_BCN,FC_BCN2,SKU_0142,813,7.0,0.113,0.362,0.045,422.76,road,completed,2024-11-01
1483,IXD_BER,FC_BER1,SKU_0239,224,2.5,0.129,0.754,0.049,208.77,road,completed,2024-11-01
1484,RDC_IBE,IXD_BCN,SKU_0058,565,9.4,0.047,0.27,0.077,222.61,road,completed,2024-11-01
1485,IXD_BCN,FC_BCN2,SKU_0014,388,4.4,0.067,0.797,0.031,347.26,road,completed,2024-11-01
1486,IXD_BER,FC_BER1,SKU_0123,692,4.1,0.06,0.287,0.029,260.19,road,completed,2024-11-01
1487,RDC_FRA,IXD_PAR,SKU_0095,758,11.6,0.092,0.118,0.092,228.92,road,completed,2024-11-01
1488,IXD_MAD,FC_MAD2,SKU_0134,308,3.2,0.032,0.203,0.086,98.87,road,completed,2024-11-01
1489,RDC_IBE,IXD_BCN,SKU_0003,134,8.1,0.14,0.506,0.044,92.46,road,completed,2024-11-01
1490,1DC_BCN,IXD_BER,SKU_0217,133,6.7,0.069,0.323,0.042,57.72,road,completed,2024-11-01
1491,RDC_LYS,IXD_PAR,SKU_0161,576,8.6,0.041,0.578,0.091,408.96,road,completed,2024-11-01
1492,1DC_BCN,IXD_BER,SKU_0078,183,7.3,0.066,0.22,0.055,62.4,road,completed,2024-11-01
1493,IXD_BCN,FC_BCN1,SKU_0162,805,5.0,0.114,0.115,0.055,228.62,road,completed,2024-11-01
1494,RDC_IBE,IXD_BCN,SKU_0165,422,10.1,0.054,0.291,0.063,172.18,road,completed,2024-11-01
1495,IXD_PAR,FC_PAR2,SKU_0069,163,2.7,0.075,0.419,0.077,93.07,road,completed,2024-11-02
1496,IXD_BCN,FC_BCN2,SKU_0126,792,3.5,0.074,0.223,0.026,255.82,road,completed,2024-11-02
1497,IXD_PAR,FC_PAR2,SKU_0089,414,3.7,0.057,0.206,0.028,120.47,road,completed,2024-11-02
1498,1DC_CDG,IXD_PAR,SKU_0218,334,6.5,0.104,0.069,0.085,86.17,road,completed,2024-11-02
1499,1DC_BCN,IXD_BCN,SKU_0044,276,7.9,0.051,0.735,0.017,221.63,road,completed,2024-11-02
1500,IXD_MAD,FC_MAD1,SKU_0119,404,4.4,0.078,0.71,0.044,336.13,road,completed,2024-11-02
1501,IXD_PAR,FC_PAR2,SKU_0140,503,2.6,0.066,0.133,0.022,111.16,road,completed,2024-11-02
1502,IXD_PAR,FC_PAR1,SKU_0045,115,1.6,0.149,0.415,0.079,73.95,road,completed,2024-11-02
1503,IXD_BCN,FC_BCN2,SKU_0015,695,4.2,0.119,0.265,0.087,327.34,road,completed,2024-11-03
1504,1DC_BCN,IXD_BCN,SKU_0111,511,8.9,0.08,0.78,0.078,479.32,road,completed,2024-11-03
1505,1DC_BCN,IXD_BCN,SKU_0099,261,8.9,0.113,0.566,0.021,182.7,road,completed,2024-11-03
1506,RDC_LYS,IXD_PAR,SKU_0079,378,6.9,0.03,0.399,0.089,195.8,road,completed,2024-11-03
1507,1DC_MAD,IXD_MAD,SKU_0229,67,6.4,0.102,0.441,0.014,37.32,road,completed,2024-11-03
1508,IXD_MAD,FC_MAD1,SKU_0216,194,5.6,0.12,0.422,0.036,112.13,road,completed,2024-11-03
1509,IXD_MAD,FC_MAD2,SKU_0079,333,3.0,0.143,0.342,0.029,171.16,road,completed,2024-11-04
1510,IXD_PAR,FC_PAR1,SKU_0067,512,3.9,0.071,0.141,0.019,118.27,road,completed,2024-11-04
1511,1DC_BCN,IXD_BCN,SKU_0243,816,10.1,0.075,0.678,0.075,675.65,road,completed,2024-11-04
1512,IXD_BCN,FC_BCN2,SKU_0227,793,1.0,0.094,0.173,0.048,249.8,road,completed,2024-11-04
1513,IXD_BER,FC_BER1,SKU_0009,540,2.2,0.109,0.784,0.031,498.96,road,completed,2024-11-04
1514,IXD_MAD,FC_MAD2,SKU_0026,93,4.0,0.115,0.179,0.075,34.32,road,completed,2024-11-04
1515,IXD_PAR,FC_PAR1,SKU_0116,39,6.0,0.055,0.402,0.059,20.12,road,completed,2024-11-04
1516,RDC_IBE,IXD_BCN,SKU_0210,873,10.5,0.108,0.673,0.035,712.37,road,completed,2024-11-04
1517,IXD_BCN,FC_BCN1,SKU_0049,78,1.0,0.091,0.269,0.035,30.81,road,completed,2024-11-04
1518,IXD_MAD,FC_MAD2,SKU_0092,468,6.2,0.112,0.794,0.078,460.51,road,completed,2024-11-04
1519,IXD_BCN,FC_BCN2,SKU_0195,257,3.3,0.121,0.195,0.016,85.32,road,completed,2024-11-04
1520,IXD_PAR,FC_PAR2,SKU_0216,539,2.6,0.094,0.769,0.043,488.33,road,completed,2024-11-04
1521,IXD_BCN,FC_BCN2,SKU_0101,820,4.4,0.072,0.527,0.094,568.26,road,completed,2024-11-04
1522,1DC_BCN,IXD_PAR,SKU_0201,591,7.8,0.122,0.376,0.09,347.51,road,completed,2024-11-04
1523,RDC_FRA,IXD_PAR,SKU_0078,515,9.1,0.139,0.17,0.097,209.09,road,completed,2024-11-04
1524,IXD_MAD,FC_MAD1,SKU_0085,225,5.8,0.115,0.288,0.045,100.8,road,completed,2024-11-04
1525,RDC_LYS,IXD_PAR,SKU_0141,697,7.9,0.032,0.3,0.087,292.04,road,completed,2024-11-04
1526,IXD_BCN,FC_BCN1,SKU_0186,250,1.3,0.032,0.547,0.035,153.5,road,completed,2024-11-04
1527,RDC_IBE,IXD_MAD,SKU_0200,497,8.2,0.121,0.348,0.02,243.03,road,completed,2024-11-04
1528,IXD_BCN,FC_BCN1,SKU_0152,574,4.4,0.119,0.572,0.03,413.85,road,completed,2024-11-04
1529,IXD_BCN,FC_BCN2,SKU_0006,886,2.5,0.11,0.443,0.057,540.46,road,completed,2024-11-04
1530,IXD_BCN,FC_BCN2,SKU_0115,287,2.8,0.044,0.686,0.016,214.1,road,completed,2024-11-04
1531,IXD_PAR,FC_PAR2,SKU_0121,70,1.0,0.111,0.444,0.049,42.28,road,completed,2024-11-04
1532,IXD_PAR,FC_MUN1,SKU_0031,769,3.2,0.054,0.468,0.094,473.7,road,completed,2024-11-04
1533,RDC_LYS,IXD_PAR,SKU_0168,548,8.9,0.074,0.509,0.083,364.97,road,completed,2024-11-04
1534,IXD_BCN,FC_BCN2,SKU_0243,315,4.6,0.074,0.064,0.056,61.11,road,completed,2024-11-04
1535,1DC_MUC,IXD_PAR,SKU_0028,576,8.2,0.096,0.118,0.044,148.61,road,completed,2024-11-04
1536,IXD_PAR,FC_MUN1,SKU_0052,298,3.5,0.123,0.138,0.033,87.61,road,completed,2024-11-04
1537,IXD_BER,FC_BER1,SKU_0116,403,4.0,0.085,0.125,0.096,123.32,road,completed,2024-11-04
1538,IXD_PAR,FC_PAR2,SKU_0007,163,5.6,0.147,0.621,0.036,131.05,road,completed,2024-11-04
1539,IXD_MAD,FC_MAD1,SKU_0144,221,8.2,0.104,0.634,0.044,172.82,road,completed,2024-11-04
1540,IXD_PAR,FC_PAR2,SKU_0025,245,4.8,0.103,0.315,0.012,105.35,road,completed,2024-11-04
1541,IXD_BER,FC_BER1,SKU_0089,87,2.0,0.105,0.176,0.034,27.41,road,completed,2024-11-05
1542,RDC_IBE,IXD_BCN,SKU_0057,551,8.7,0.094,0.558,0.027,374.13,road,completed,2024-11-05
1543,1DC_MAD,IXD_MAD,SKU_0231,322,5.8,0.118,0.344,0.084,175.81,road,completed,2024-11-05
1544,1DC_CDG,IXD_PAR,SKU_0147,425,10.7,0.118,0.367,0.091,244.8,road,completed,2024-11-05
1545,RDC_IBE,IXD_MAD,SKU_0090,819,6.3,0.144,0.638,0.074,701.06,road,completed,2024-11-05
1546,IXD_MAD,FC_MAD2,SKU_0110,192,4.1,0.098,0.692,0.028,157.06,road,completed,2024-11-05
1547,1DC_BCN,IXD_PAR,SKU_0113,841,8.6,0.046,0.778,0.049,734.19,road,completed,2024-11-05
1548,IXD_PAR,FC_MUN1,SKU_0249,300,5.6,0.074,0.483,0.029,175.8,road,completed,2024-11-05
1549,1DC_BCN,IXD_BCN,SKU_0117,351,7.0,0.11,0.404,0.033,192.0,road,completed,2024-11-05
1550,RDC_IBE,IXD_BCN,SKU_0002,755,6.2,0.098,0.437,0.087,469.61,road,completed,2024-11-05
1551,IXD_BCN,FC_BCN1,SKU_0242,612,5.6,0.113,0.416,0.063,362.3,road,completed,2024-11-05
1552,IXD_MAD,FC_MAD1,SKU_0185,654,4.3,0.142,0.372,0.095,398.29,road,completed,2024-11-05
1553,IXD_MAD,FC_MAD2,SKU_0178,650,1.0,0.093,0.755,0.013,559.65,road,completed,2024-11-05
1554,1DC_BCN,IXD_PAR,SKU_0001,190,7.9,0.095,0.583,0.099,147.63,road,completed,2024-11-05
1555,IXD_PAR,FC_MUN1,SKU_0001,805,2.3,0.097,0.707,0.053,689.88,road,completed,2024-11-05
1556,IXD_BCN,FC_BCN2,SKU_0171,192,5.0,0.051,0.251,0.032,64.13,road,completed,2024-11-05
1557,RDC_IBE,IXD_BCN,SKU_0159,607,7.7,0.056,0.157,0.012,136.58,road,completed,2024-11-05
1558,IXD_MAD,FC_MAD2,SKU_0121,688,5.7,0.034,0.188,0.076,205.02,road,completed,2024-11-05
1559,1DC_CDG,IXD_PAR,SKU_0128,44,6.3,0.125,0.436,0.02,25.56,road,completed,2024-11-05
1560,RDC_IBE,IXD_BCN,SKU_0061,815,8.4,0.085,0.276,0.059,342.3,road,completed,2024-11-05
1561,1DC_MAD,IXD_MAD,SKU_0239,358,8.9,0.12,0.28,0.012,147.5,road,completed,2024-11-05
1562,IXD_MAD,FC_MAD1,SKU_0164,386,3.2,0.127,0.347,0.043,199.56,road,completed,2024-11-06
1563,IXD_BCN,FC_BCN2,SKU_0072,538,2.1,0.096,0.576,0.037,381.44,road,completed,2024-11-06
1564,IXD_PAR,FC_MUN1,SKU_0140,179,4.4,0.094,0.778,0.033,162.0,road,completed,2024-11-06
1565,1DC_MUC,IXD_PAR,SKU_0078,437,9.3,0.063,0.396,0.094,241.66,road,completed,2024-11-06
1566,IXD_PAR,FC_MUN1,SKU_0036,416,2.2,0.095,0.651,0.092,348.61,road,completed,2024-11-06
1567,IXD_BER,FC_BER1,SKU_0204,106,6.1,0.139,0.252,0.012,42.72,road,completed,2024-11-06
1568,IXD_BCN,FC_BCN2,SKU_0172,58,4.3,0.106,0.578,0.099,45.41,road,completed,2024-11-06
1569,RDC_IBE,IXD_BCN,SKU_0177,439,7.7,0.036,0.348,0.077,202.38,road,completed,2024-11-06
1570,IXD_BCN,FC_BCN1,SKU_0157,684,4.8,0.118,0.119,0.06,203.15,road,completed,2024-11-06
1571,RDC_FRA,IXD_PAR,SKU_0188,39,8.0,0.049,0.335,0.016,15.6,road,completed,2024-11-06
1572,RDC_LYS,IXD_PAR,SKU_0207,55,9.2,0.061,0.187,0.042,15.95,road,completed,2024-11-06
1573,RDC_LYS,IXD_PAR,SKU_0171,372,8.1,0.126,0.694,0.073,332.2,road,completed,2024-11-06
1574,RDC_LYS,IXD_PAR,SKU_0244,606,9.4,0.115,0.419,0.079,371.48,road,completed,2024-11-06
1575,1DC_BCN,IXD_PAR,SKU_0206,523,6.2,0.111,0.101,0.088,156.9,road,completed,2024-11-06
1576,RDC_FRA,IXD_PAR,SKU_0112,68,8.0,0.032,0.382,0.094,34.54,road,completed,2024-11-06
1577,IXD_PAR,FC_PAR2,SKU_0019,610,5.4,0.105,0.55,0.071,442.86,road,completed,2024-11-06
1578,IXD_MAD,FC_MAD2,SKU_0179,171,4.4,0.047,0.119,0.035,34.37,road,completed,2024-11-06
1579,1DC_BCN,IXD_PAR,SKU_0222,256,8.0,0.146,0.548,0.084,199.17,road,completed,2024-11-06
1580,1DC_MAD,IXD_MAD,SKU_0127,78,9.5,0.132,0.269,0.052,35.33,road,completed,2024-11-06
1581,IXD_MAD,FC_MAD2,SKU_0037,324,6.6,0.089,0.362,0.091,175.61,road,completed,2024-11-06
1582,1DC_MAD,IXD_MAD,SKU_0213,150,7.9,0.128,0.123,0.075,48.9,road,completed,2024-11-06
1583,RDC_LYS,IXD_PAR,SKU_0204,48,10.0,0.064,0.426,0.096,28.13,road,completed,2024-11-06
1584,RDC_LYS,IXD_PAR,SKU_0068,140,8.3,0.124,0.722,0.074,128.8,road,completed,2024-11-06
1585,IXD_PAR,FC_PAR2,SKU_0079,438,6.1,0.14,0.214,0.053,178.27,road,completed,2024-11-06
1586,RDC_IBE,IXD_BCN,SKU_0036,769,9.8,0.059,0.751,0.054,664.42,road,completed,2024-11-06
1587,IXD_PAR,FC_MUN1,SKU_0153,498,3.3,0.068,0.354,0.042,231.07,road,completed,2024-11-06
1588,IXD_PAR,FC_PAR1,SKU_0169,452,2.5,0.083,0.242,0.062,174.92,road,completed,2024-11-06
1589,1DC_BCN,IXD_BCN,SKU_0078,739,8.5,0.091,0.345,0.063,368.76,road,completed,2024-11-06
1590,1DC_CDG,IXD_PAR,SKU_0055,190,8.2,0.043,0.795,0.033,165.49,road,completed,2024-11-06
