sla_id,from_node,to_node,measurement_date,planned_transit_hrs,actual_transit_hrs,sla_breached,delay_hrs,delay_reason
664,1DC_CDG,IXD_PAR,2024-11-09,10.0,9.5,False,0.0,
665,1DC_CDG,IXD_PAR,2024-11-12,10.0,10.5,True,0.5,customs_hold
666,1DC_CDG,IXD_PAR,2024-11-15,10.0,12.4,True,2.4,driver_shortage
667,1DC_CDG,IXD_PAR,2024-11-18,10.0,6.8,False,0.0,
668,1DC_CDG,IXD_PAR,2024-11-21,10.0,10.5,True,0.5,weather
669,1DC_CDG,IXD_PAR,2024-11-24,10.0,9.0,False,0.0,
670,1DC_CDG,IXD_PAR,2024-11-27,10.0,7.3,False,0.0,
671,1DC_CDG,IXD_PAR,2024-11-30,10.0,9.5,False,0.0,
672,1DC_CDG,IXD_PAR,2024-12-03,10.0,9.8,False,0.0,
673,1DC_CDG,IXD_PAR,2024-12-06,10.0,7.9,False,0.0,
674,1DC_CDG,IXD_PAR,2024-12-09,10.0,12.0,True,2.0,driver_shortage
675,1DC_CDG,IXD_PAR,2024-12-12,10.0,8.1,False,0.0,
676,1DC_CDG,IXD_PAR,2024-12-15,10.0,9.2,False,0.0,
677,1DC_CDG,IXD_PAR,2024-12-18,10.0,8.5,False,0.0,
678,1DC_CDG,IXD_PAR,2024-12-21,10.0,8.6,False,0.0,
679,1DC_CDG,IXD_PAR,2024-12-24,10.0,7.4,False,0.0,
680,1DC_CDG,IXD_PAR,2024-12-27,10.0,10.9,True,0.9,port_congestion
681,IXD_PAR,FC_PAR1,2024-09-01,5.0,5.6,True,0.6,weather
682,IXD_PAR,FC_PAR1,2024-09-04,5.0,4.8,False,0.0,
683,IXD_PAR,FC_PAR1,2024-09-07,5.0,4.9,False,0.0,
684,IXD_PAR,FC_PAR1,2024-09-10,5.0,5.0,False,0.0,
685,IXD_PAR,FC_PAR1,2024-09-13,5.0,3.1,False,0.0,
686,IXD_PAR,FC_PAR1,2024-09-16,5.0,6.7,True,1.7,carrier_capacity
687,IXD_PAR,FC_PAR1,2024-09-19,5.0,4.3,False,0.0,
688,IXD_PAR,FC_PAR1,2024-09-22,5.0,3.6,False,0.0,
689,IXD_PAR,FC_PAR1,2024-09-25,5.0,4.7,False,0.0,
690,IXD_PAR,FC_PAR1,2024-09-28,5.0,4.4,False,0.0,
691,IXD_PAR,FC_PAR1,2024-10-01,5.0,5.8,True,0.8,driver_shortage
692,IXD_PAR,FC_PAR1,2024-10-04,5.0,3.2,False,0.0,
693,IXD_PAR,FC_PAR1,2024-10-07,5.0,5.5,True,0.5,customs_hold
694,IXD_PAR,FC_PAR1,2024-10-10,5.0,6.2,True,1.2,driver_shortage
695,IXD_PAR,FC_PAR1,2024-10-13,5.0,6.4,True,1.4,port_congestion
696,IXD_PAR,FC_PAR1,2024-10-16,5.0,5.4,True,0.4,weather
697,IXD_PAR,FC_PAR1,2024-10-19,5.0,4.1,False,0.0,
698,IXD_PAR,FC_PAR1,2024-10-22,5.0,6.4,True,1.4,weather
699,IXD_PAR,FC_PAR1,2024-10-25,5.0,6.1,True,1.1,driver_shortage
700,IXD_PAR,FC_PAR1,2024-10-28,5.0,4.5,False,0.0,
701,IXD_PAR,FC_PAR1,2024-10-31,5.0,5.9,True,0.9,weather
702,IXD_PAR,FC_PAR1,2024-11-03,5.0,6.1,True,1.1,driver_shortage
703,IXD_PAR,FC_PAR1,2024-11-06,5.0,4.3,False,0.0,
704,IXD_PAR,FC_PAR1,2024-11-09,5.0,5.3,True,0.3,driver_shortage
705,IXD_PAR,FC_PAR1,2024-11-12,5.0,4.2,False,0.0,
706,IXD_PAR,FC_PAR1,2024-11-15,5.0,4.0,False,0.0,
707,IXD_PAR,FC_PAR1,2024-11-18,5.0,4.8,False,0.0,
708,IXD_PAR,FC_PAR1,2024-11-21,5.0,3.6,False,0.0,
709,IXD_PAR,FC_PAR1,2024-11-24,5.0,6.5,True,1.5,driver_shortage
710,IXD_PAR,FC_PAR1,2024-11-27,5.0,5.3,True,0.3,carrier_capacity
711,IXD_PAR,FC_PAR1,2024-11-30,5.0,5.0,False,0.0,
712,IXD_PAR,FC_PAR1,2024-12-03,5.0,5.7,True,0.7,carrier_capacity
713,IXD_PAR,FC_PAR1,2024-12-06,5.0,4.9,False,0.0,
714,IXD_PAR,FC_PAR1,2024-12-09,5.0,6.4,True,1.4,carrier_capacity
715,IXD_PAR,FC_PAR1,2024-12-12,5.0,5.3,True,0.3,driver_shortage
716,IXD_PAR,FC_PAR1,2024-12-15,5.0,4.3,False,0.0,
717,IXD_PAR,FC_PAR1,2024-12-18,5.0,5.5,True,0.5,customs_hold
718,IXD_PAR,FC_PAR1,2024-12-21,5.0,3.2,False,0.0,
719,IXD_PAR,FC_PAR1,2024-12-24,5.0,4.4,False,0.0,
720,IXD_PAR,FC_PAR1,2024-12-27,5.0,4.6,False,0.0,
721,RDC_LYS,IXD_PAR,2024-09-01,10.0,9.8,False,0.0,
722,RDC_LYS,IXD_PAR,2024-09-04,10.0,11.0,True,1.0,port_congestion
723,RDC_LYS,IXD_PAR,2024-09-07,10.0,8.2,False,0.0,
724,RDC_LYS,IXD_PAR,2024-09-10,10.0,9.3,False,0.0,
725,RDC_LYS,IXD_PAR,2024-09-13,10.0,10.6,True,0.6,driver_shortage
726,RDC_LYS,IXD_PAR,2024-09-16,10.0,9.1,False,0.0,
727,RDC_LYS,IXD_PAR,2024-09-19,10.0,13.0,True,3.0,port_congestion
728,RDC_LYS,IXD_PAR,2024-09-22,10.0,8.1,False,0.0,
729,RDC_LYS,IXD_PAR,2024-09-25,10.0,10.8,True,0.8,port_congestion
730,RDC_LYS,IXD_PAR,2024-09-28,10.0,11.4,True,1.4,weather
731,RDC_LYS,IXD_PAR,2024-10-01,10.0,6.1,False,0.0,
732,RDC_LYS,IXD_PAR,2024-10-04,10.0,10.2,True,0.2,port_congestion
733,RDC_LYS,IXD_PAR,2024-10-07,10.0,11.7,True,1.7,carrier_capacity
734,RDC_LYS,IXD_PAR,2024-10-10,10.0,10.2,True,0.2,weather
735,RDC_LYS,IXD_PAR,2024-10-13,10.0,11.4,True,1.4,customs_hold
736,RDC_LYS,IXD_PAR,2024-10-16,10.0,9.6,False,0.0,
737,RDC_LYS,IXD_PAR,2024-10-19,10.0,11.8,True,1.8,carrier_capacity
738,RDC_LYS,IXD_PAR,2024-10-22,10.0,7.2,False,0.0,
739,RDC_LYS,IXD_PAR,2024-10-25,10.0,11.1,True,1.1,weather
740,RDC_LYS,IXD_PAR,2024-10-28,10.0,10.2,True,0.2,customs_hold
741,RDC_LYS,IXD_PAR,2024-10-31,10.0,11.0,True,1.0,carrier_capacity
742,RDC_LYS,IXD_PAR,2024-11-03,10.0,6.6,False,0.0,
743,RDC_LYS,IXD_PAR,2024-11-06,10.0,11.2,True,1.2,carrier_capacity
744,RDC_LYS,IXD_PAR,2024-11-09,10.0,8.6,False,0.0,
745,RDC_LYS,IXD_PAR,2024-11-12,10.0,10.8,True,0.8,port_congestion
746,RDC_LYS,IXD_PAR,2024-11-15,10.0,8.2,False,0.0,
747,RDC_LYS,IXD_PAR,2024-11-18,10.0,11.7,True,1.7,carrier_capacity
748,RDC_LYS,IXD_PAR,2024-11-21,10.0,10.3,True,0.3,weather
749,RDC_LYS,IXD_PAR,2024-11-24,10.0,13.2,True,3.2,carrier_capacity
750,RDC_LYS,IXD_PAR,2024-11-27,10.0,9.9,False,0.0,
751,RDC_LYS,IXD_PAR,2024-11-30,10.0,8.4,False,0.0,
752,RDC_LYS,IXD_PAR,2024-12-03,10.0,8.6,False,0.0,
753,RDC_LYS,IXD_PAR,2024-12-06,10.0,10.6,True,0.6,carrier_capacity
754,RDC_LYS,IXD_PAR,2024-12-09,10.0,8.3,False,0.0,
755,RDC_LYS,IXD_PAR,2024-12-12,10.0,12.5,True,2.5,driver_shortage
756,RDC_LYS,IXD_PAR,2024-12-15,10.0,10.7,True,0.7,weather
757,RDC_LYS,IXD_PAR,2024-12-18,10.0,9.1,False,0.0,
758,RDC_LYS,IXD_PAR,2024-12-21,10.0,11.0,True,1.0,weather
759,RDC_LYS,IXD_PAR,2024-12-24,10.0,7.7,False,0.0,
760,RDC_LYS,IXD_PAR,2024-12-27,10.0,8.6,False,0.0,
761,IXD_PAR,FC_PAR1,2024-09-01,5.0,3.7,False,0.0,
762,IXD_PAR,FC_PAR1,2024-09-04,5.0,5.1,True,0.1,weather
763,IXD_PAR,FC_PAR1,2024-09-07,5.0,5.7,True,0.7,customs_hold
764,IXD_PAR,FC_PAR1,2024-09-10,5.0,5.1,True,0.1,weather
765,IXD_PAR,FC_PAR1,2024-09-13,5.0,5.3,True,0.3,port_congestion
766,IXD_PAR,FC_PAR1,2024-09-16,5.0,5.0,False,0.0,
767,IXD_PAR,FC_PAR1,2024-09-19,5.0,4.2,False,0.0,
768,IXD_PAR,FC_PAR1,2024-09-22,5.0,4.9,False,0.0,
769,IXD_PAR,FC_PAR1,2024-09-25,5.0,3.8,False,0.0,
770,IXD_PAR,FC_PAR1,2024-09-28,5.0,4.1,False,0.0,
771,IXD_PAR,FC_PAR1,2024-10-01,5.0,4.1,False,0.0,
772,IXD_PAR,FC_PAR1,2024-10-04,5.0,4.0,False,0.0,
773,IXD_PAR,FC_PAR1,2024-10-07,5.0,4.1,False,0.0,
774,IXD_PAR,FC_PAR1,2024-10-10,5.0,4.5,False,0.0,
775,IXD_PAR,FC_PAR1,2024-10-13,5.0,5.9,True,0.9,driver_shortage
776,IXD_PAR,FC_PAR1,2024-10-16,5.0,4.4,False,0.0,
777,IXD_PAR,FC_PAR1,2024-10-19,5.0,4.4,False,0.0,
778,IXD_PAR,FC_PAR1,2024-10-22,5.0,3.2,False,0.0,
779,IXD_PAR,FC_PAR1,2024-10-25,5.0,5.2,True,0.2,driver_shortage
780,IXD_PAR,FC_PAR1,2024-10-28,5.0,5.6,True,0.6,customs_hold
781,IXD_PAR,FC_PAR1,2024-10-31,5.0,2.1,False,0.0,
782,IXD_PAR,FC_PAR1,2024-11-03,5.0,6.0,True,1.0,customs_hold
783,IXD_PAR,FC_PAR1,2024-11-06,5.0,4.2,False,0.0,
784,IXD_PAR,FC_PAR1,2024-11-09,5.0,6.1,True,1.1,customs_hold
785,IXD_PAR,FC_PAR1,2024-11-12,5.0,5.2,True,0.2,port_congestion
786,IXD_PAR,FC_PAR1,2024-11-15,5.0,3.0,False,0.0,
787,IXD_PAR,FC_PAR1,2024-11-18,5.0,6.2,True,1.2,port_congestion
788,IXD_PAR,FC_PAR1,2024-11-21,5.0,4.9,False,0.0,
789,IXD_PAR,FC_PAR1,2024-11-24,5.0,3.5,False,0.0,
790,IXD_PAR,FC_PAR1,2024-11-27,5.0,5.2,True,0.2,weather
791,IXD_PAR,FC_PAR1,2024-11-30,5.0,4.7,False,0.0,
792,IXD_PAR,FC_PAR1,2024-12-03,5.0,3.8,False,0.0,
793,IXD_PAR,FC_PAR1,2024-12-06,5.0,4.6,False,0.0,
794,IXD_PAR,FC_PAR1,2024-12-09,5.0,4.9,False,0.0,
795,IXD_PAR,FC_PAR1,2024-12-12,5.0,5.3,True,0.3,weather
796,IXD_PAR,FC_PAR1,2024-12-15,5.0,7.0,True,2.0,carrier_capacity
797,IXD_PAR,FC_PAR1,2024-12-18,5.0,4.6,False,0.0,
798,IXD_PAR,FC_PAR1,2024-12-21,5.0,3.5,False,0.0,
799,IXD_PAR,FC_PAR1,2024-12-24,5.0,4.1,False,0.0,
800,IXD_PAR,FC_PAR1,2024-12-27,5.0,4.7,False,0.0,
801,1DC_MUC,IXD_PAR,2024-09-01,10.0,12.4,True,2.4,port_congestion
802,1DC_MUC,IXD_PAR,2024-09-04,10.0,6.6,False,0.0,
803,1DC_MUC,IXD_PAR,2024-09-07,10.0,12.4,True,2.4,customs_hold
804,1DC_MUC,IXD_PAR,2024-09-10,10.0,10.0,False,0.0,
805,1DC_MUC,IXD_PAR,2024-09-13,10.0,7.1,False,0.0,
806,1DC_MUC,IXD_PAR,2024-09-16,10.0,11.7,True,1.7,weather
807,1DC_MUC,IXD_PAR,2024-09-19,10.0,8.7,False,0.0,
808,1DC_MUC,IXD_PAR,2024-09-22,10.0,11.1,True,1.1,driver_shortage
809,1DC_MUC,IXD_PAR,2024-09-25,10.0,11.7,True,1.7,port_congestion
810,1DC_MUC,IXD_PAR,2024-09-28,10.0,11.0,True,1.0,customs_hold
811,1DC_MUC,IXD_PAR,2024-10-01,10.0,9.1,False,0.0,
812,1DC_MUC,IXD_PAR,2024-10-04,10.0,8.3,False,0.0,
813,1DC_MUC,IXD_PAR,2024-10-07,10.0,9.7,False,0.0,
814,1DC_MUC,IXD_PAR,2024-10-10,10.0,6.4,False,0.0,
815,1DC_MUC,IXD_PAR,2024-10-13,10.0,13.6,True,3.6,driver_shortage
816,1DC_MUC,IXD_PAR,2024-10-16,10.0,11.2,True,1.2,customs_hold
817,1DC_MUC,IXD_PAR,2024-10-19,10.0,6.2,False,0.0,
818,1DC_MUC,IXD_PAR,2024-10-22,10.0,10.5,True,0.5,weather
819,1DC_MUC,IXD_PAR,2024-10-25,10.0,11.1,True,1.1,weather
820,1DC_MUC,IXD_PAR,2024-10-28,10.0,10.8,True,0.8,carrier_capacity
821,1DC_MUC,IXD_PAR,2024-10-31,10.0,11.7,True,1.7,customs_hold
822,1DC_MUC,IXD_PAR,2024-11-03,10.0,8.4,False,0.0,
823,1DC_MUC,IXD_PAR,2024-11-06,10.0,10.5,True,0.5,driver_shortage
824,1DC_MUC,IXD_PAR,2024-11-09,10.0,9.7,False,0.0,
825,1DC_MUC,IXD_PAR,2024-11-12,10.0,10.1,True,0.1,port_congestion
826,1DC_MUC,IXD_PAR,2024-11-15,10.0,9.3,False,0.0,
827,1DC_MUC,IXD_PAR,2024-11-18,10.0,10.6,True,0.6,port_congestion
828,1DC_MUC,IXD_PAR,2024-11-21,10.0,8.0,False,0.0,
829,1DC_MUC,IXD_PAR,2024-11-24,10.0,12.3,True,2.3,customs_hold
830,1DC_MUC,IXD_PAR,2024-11-27,10.0,8.9,False,0.0,
831,1DC_MUC,IXD_PAR,2024-11-30,10.0,11.2,True,1.2,driver_shortage
832,1DC_MUC,IXD_PAR,2024-12-03,10.0,9.3,False,0.0,
833,1DC_MUC,IXD_PAR,2024-12-06,10.0,12.4,True,2.4,driver_shortage
834,1DC_MUC,IXD_PAR,2024-12-09,10.0,13.4,True,3.4,customs_hold
835,1DC_MUC,IXD_PAR,2024-12-12,10.0,9.8,False,0.0,
836,1DC_MUC,IXD_PAR,2024-12-15,10.0,10.6,True,0.6,customs_hold
837,1DC_MUC,IXD_PAR,2024-12-18,10.0,10.2,True,0.2,weather
838,1DC_MUC,IXD_PAR,2024-12-21,10.0,9.4,False,0.0,
839,1DC_MUC,IXD_PAR,2024-12-24,10.0,7.5,False,0.0,
840,1DC_MUC,IXD_PAR,2024-12-27,10.0,13.4,True,3.4,customs_hold
841,IXD_PAR,FC_PAR2,2024-09-01,5.0,5.9,True,0.9,driver_shortage
842,IXD_PAR,FC_PAR2,2024-09-04,5.0,4.8,False,0.0,
843,IXD_PAR,FC_PAR2,2024-09-07,5.0,3.5,False,0.0,
844,IXD_PAR,FC_PAR2,2024-09-10,5.0,5.5,True,0.5,driver_shortage
845,IXD_PAR,FC_PAR2,2024-09-13,5.0,4.4,False,0.0,
846,IXD_PAR,FC_PAR2,2024-09-16,5.0,5.6,True,0.6,carrier_capacity
847,IXD_PAR,FC_PAR2,2024-09-19,5.0,4.0,False,0.0,
848,IXD_PAR,FC_PAR2,2024-09-22,5.0,3.6,False,0.0,
849,IXD_PAR,FC_PAR2,2024-09-25,5.0,6.1,True,1.1,driver_shortage
850,IXD_PAR,FC_PAR2,2024-09-28,5.0,4.5,False,0.0,
851,IXD_PAR,FC_PAR2,2024-10-01,5.0,5.5,True,0.5,driver_shortage
852,IXD_PAR,FC_PAR2,2024-10-04,5.0,4.1,False,0.0,
853,IXD_PAR,FC_PAR2,2024-10-07,5.0,4.7,False,0.0,
854,IXD_PAR,FC_PAR2,2024-10-10,5.0,5.4,True,0.4,weather
855,IXD_PAR,FC_PAR2,2024-10-13,5.0,5.4,True,0.4,weather
856,IXD_PAR,FC_PAR2,2024-10-16,5.0,4.3,False,0.0,
857,IXD_PAR,FC_PAR2,2024-10-19,5.0,4.8,False,0.0,
858,IXD_PAR,FC_PAR2,2024-10-22,5.0,6.5,True,1.5,driver_shortage
859,IXD_PAR,FC_PAR2,2024-10-25,5.0,4.2,False,0.0,
860,IXD_PAR,FC_PAR2,2024-10-28,5.0,5.1,True,0.1,customs_hold
861,IXD_PAR,FC_PAR2,2024-10-31,5.0,5.3,True,0.3,customs_hold
862,IXD_PAR,FC_PAR2,2024-11-03,5.0,4.7,False,0.0,
863,IXD_PAR,FC_PAR2,2024-11-06,5.0,4.7,False,0.0,
864,IXD_PAR,FC_PAR2,2024-11-09,5.0,4.1,False,0.0,
865,IXD_PAR,FC_PAR2,2024-11-12,5.0,4.6,False,0.0,
866,IXD_PAR,FC_PAR2,2024-11-15,5.0,5.8,True,0.8,port_congestion
867,IXD_PAR,FC_PAR2,2024-11-18,5.0,4.5,False,0.0,
868,IXD_PAR,FC_PAR2,2024-11-21,5.0,5.4,True,0.4,port_congestion
869,IXD_PAR,FC_PAR2,2024-11-24,5.0,4.0,False,0.0,
870,IXD_PAR,FC_PAR2,2024-11-27,5.0,5.6,True,0.6,port_congestion
871,IXD_PAR,FC_PAR2,2024-11-30,5.0,3.6,False,0.0,
872,IXD_PAR,FC_PAR2,2024-12-03,5.0,3.3,False,0.0,
873,IXD_PAR,FC_PAR2,2024-12-06,5.0,5.5,True,0.5,carrier_capacity
874,IXD_PAR,FC_PAR2,2024-12-09,5.0,4.4,False,0.0,
875,IXD_PAR,FC_PAR2,2024-12-12,5.0,5.3,True,0.3,carrier_capacity
876,IXD_PAR,FC_PAR2,2024-12-15,5.0,5.7,True,0.7,customs_hold
877,IXD_PAR,FC_PAR2,2024-12-18,5.0,4.1,False,0.0,
878,IXD_PAR,FC_PAR2,2024-12-21,5.0,4.2,False,0.0,
879,IXD_PAR,FC_PAR2,2024-12-24,5.0,3.8,False,0.0,
880,IXD_PAR,FC_PAR2,2024-12-27,5.0,6.7,True,1.7,weather
881,RDC_LYS,IXD_PAR,2024-09-01,10.0,12.4,True,2.4,port_congestion
882,RDC_LYS,IXD_PAR,2024-09-04,10.0,13.3,True,3.3,port_congestion
883,RDC_LYS,IXD_PAR,2024-09-07,10.0,8.7,False,0.0,
884,RDC_LYS,IXD_PAR,2024-09-10,10.0,11.8,True,1.8,customs_hold
885,RDC_LYS,IXD_PAR,2024-09-13,10.0,7.0,False,0.0,
886,RDC_LYS,IXD_PAR,2024-09-16,10.0,9.9,False,0.0,
887,RDC_LYS,IXD_PAR,2024-09-19,10.0,9.0,False,0.0,
888,RDC_LYS,IXD_PAR,2024-09-22,10.0,10.6,True,0.6,port_congestion
889,RDC_LYS,IXD_PAR,2024-09-25,10.0,10.5,True,0.5,driver_shortage
890,RDC_LYS,IXD_PAR,2024-09-28,10.0,11.0,True,1.0,carrier_capacity
891,RDC_LYS,IXD_PAR,2024-10-01,10.0,10.4,True,0.4,carrier_capacity
892,RDC_LYS,IXD_PAR,2024-10-04,10.0,8.8,False,0.0,
893,RDC_LYS,IXD_PAR,2024-10-07,10.0,6.4,False,0.0,
894,RDC_LYS,IXD_PAR,2024-10-10,10.0,10.8,True,0.8,port_congestion
895,RDC_LYS,IXD_PAR,2024-10-13,10.0,6.5,False,0.0,
896,RDC_LYS,IXD_PAR,2024-10-16,10.0,8.9,False,0.0,
897,RDC_LYS,IXD_PAR,2024-10-19,10.0,8.1,False,0.0,
898,RDC_LYS,IXD_PAR,2024-10-22,10.0,10.9,True,0.9,port_congestion
899,RDC_LYS,IXD_PAR,2024-10-25,10.0,8.2,False,0.0,
900,RDC_LYS,IXD_PAR,2024-10-28,10.0,12.3,True,2.3,weather
901,RDC_LYS,IXD_PAR,2024-10-31,10.0,5.8,False,0.0,
902,RDC_LYS,IXD_PAR,2024-11-03,10.0,12.7,True,2.7,customs_hold
903,RDC_LYS,IXD_PAR,2024-11-06,10.0,10.8,True,0.8,port_congestion
904,RDC_LYS,IXD_PAR,2024-11-09,10.0,10.8,True,0.8,driver_shortage
905,RDC_LYS,IXD_PAR,2024-11-12,10.0,9.8,False,0.0,
906,RDC_LYS,IXD_PAR,2024-11-15,10.0,14.0,True,4.0,customs_hold
907,RDC_LYS,IXD_PAR,2024-11-18,10.0,9.4,False,0.0,
908,RDC_LYS,IXD_PAR,2024-11-21,10.0,10.1,True,0.1,customs_hold
909,RDC_LYS,IXD_PAR,2024-11-24,10.0,9.5,False,0.0,
910,RDC_LYS,IXD_PAR,2024-11-27,10.0,13.9,True,3.9,carrier_capacity
911,RDC_LYS,IXD_PAR,2024-11-30,10.0,8.0,False,0.0,
912,RDC_LYS,IXD_PAR,2024-12-03,10.0,9.9,False,0.0,
913,RDC_LYS,IXD_PAR,2024-12-06,10.0,6.7,False,0.0,
914,RDC_LYS,IXD_PAR,2024-12-09,10.0,10.2,True,0.2,carrier_capacity
915,RDC_LYS,IXD_PAR,2024-12-12,10.0,10.6,True,0.6,driver_shortage
916,RDC_LYS,IXD_PAR,2024-12-15,10.0,12.2,True,2.2,carrier_capacity
917,RDC_LYS,IXD_PAR,2024-12-18,10.0,5.7,False,0.0,
918,RDC_LYS,IXD_PAR,2024-12-21,10.0,10.3,True,0.3,carrier_capacity
919,RDC_LYS,IXD_PAR,2024-12-24,10.0,8.1,False,0.0,
920,RDC_LYS,IXD_PAR,2024-12-27,10.0,10.0,False,0.0,
921,IXD_PAR,FC_PAR2,2024-09-01,5.0,4.6,False,0.0,
922,IXD_PAR,FC_PAR2,2024-09-04,5.0,5.4,True,0.4,driver_shortage
923,IXD_PAR,FC_PAR2,2024-09-07,5.0,5.0,False,0.0,
924,IXD_PAR,FC_PAR2,2024-09-10,5.0,4.5,False,0.0,
925,IXD_PAR,FC_PAR2,2024-09-13,5.0,2.7,False,0.0,
926,IXD_PAR,FC_PAR2,2024-09-16,5.0,6.4,True,1.4,carrier_capacity
927,IXD_PAR,FC_PAR2,2024-09-19,5.0,4.5,False,0.0,
928,IXD_PAR,FC_PAR2,2024-09-22,5.0,3.6,False,0.0,
929,IXD_PAR,FC_PAR2,2024-09-25,5.0,3.8,False,0.0,
930,IXD_PAR,FC_PAR2,2024-09-28,5.0,6.5,True,1.5,driver_shortage
931,IXD_PAR,FC_PAR2,2024-10-01,5.0,3.8,False,0.0,
932,IXD_PAR,FC_PAR2,2024-10-04,5.0,3.7,False,0.0,
933,IXD_PAR,FC_PAR2,2024-10-07,5.0,6.2,True,1.2,carrier_capacity
934,IXD_PAR,FC_PAR2,2024-10-10,5.0,4.7,False,0.0,
935,IXD_PAR,FC_PAR2,2024-10-13,5.0,3.9,False,0.0,
936,IXD_PAR,FC_PAR2,2024-10-16,5.0,3.0,False,0.0,
937,IXD_PAR,FC_PAR2,2024-10-19,5.0,4.9,False,0.0,
938,IXD_PAR,FC_PAR2,2024-10-22,5.0,4.5,False,0.0,
939,IXD_PAR,FC_PAR2,2024-10-25,5.0,7.0,True,2.0,customs_hold
940,IXD_PAR,FC_PAR2,2024-10-28,5.0,5.8,True,0.8,driver_shortage
941,IXD_PAR,FC_PAR2,2024-10-31,5.0,3.5,False,0.0,
942,IXD_PAR,FC_PAR2,2024-11-03,5.0,6.3,True,1.3,driver_shortage
943,IXD_PAR,FC_PAR2,2024-11-06,5.0,5.7,True,0.7,port_congestion
944,IXD_PAR,FC_PAR2,2024-11-09,5.0,5.1,True,0.1,port_congestion
945,IXD_PAR,FC_PAR2,2024-11-12,5.0,3.1,False,0.0,
946,IXD_PAR,FC_PAR2,2024-11-15,5.0,6.6,True,1.6,weather
947,IXD_PAR,FC_PAR2,2024-11-18,5.0,3.4,False,0.0,
948,IXD_PAR,FC_PAR2,2024-11-21,5.0,5.6,True,0.6,customs_hold
949,IXD_PAR,FC_PAR2,2024-11-24,5.0,4.3,False,0.0,
950,IXD_PAR,FC_PAR2,2024-11-27,5.0,4.5,False,0.0,
951,IXD_PAR,FC_PAR2,2024-11-30,5.0,5.1,True,0.1,carrier_capacity
952,IXD_PAR,FC_PAR2,2024-12-03,5.0,3.2,False,0.0,
953,IXD_PAR,FC_PAR2,2024-12-06,5.0,6.0,True,1.0,customs_hold
954,IXD_PAR,FC_PAR2,2024-12-09,5.0,3.7,False,0.0,
955,IXD_PAR,FC_PAR2,2024-12-12,5.0,4.6,False,0.0,
956,IXD_PAR,FC_PAR2,2024-12-15,5.0,6.7,True,1.7,driver_shortage
957,IXD_PAR,FC_PAR2,2024-12-18,5.0,5.4,True,0.4,driver_shortage
958,IXD_PAR,FC_PAR2,2024-12-21,5.0,4.9,False,0.0,
959,IXD_PAR,FC_PAR2,2024-12-24,5.0,4.5,False,0.0,
960,IXD_PAR,FC_PAR2,2024-12-27,5.0,4.2,False,0.0,
961,1DC_BCN,IXD_BER,2024-09-01,10.0,11.4,True,1.4,customs_hold
962,1DC_BCN,IXD_BER,2024-09-04,10.0,8.3,False,0.0,
963,1DC_BCN,IXD_BER,2024-09-07,10.0,11.8,True,1.8,port_congestion
964,1DC_BCN,IXD_BER,2024-09-10,10.0,8.5,False,0.0,
965,1DC_BCN,IXD_BER,2024-09-13,10.0,10.6,True,0.6,port_congestion
966,1DC_BCN,IXD_BER,2024-09-16,10.0,7.5,False,0.0,
967,1DC_BCN,IXD_BER,2024-09-19,10.0,9.4,False,0.0,
968,1DC_BCN,IXD_BER,2024-09-22,10.0,8.3,False,0.0,
969,1DC_BCN,IXD_BER,2024-09-25,10.0,8.6,False,0.0,
970,1DC_BCN,IXD_BER,2024-09-28,10.0,11.5,True,1.5,driver_shortage
971,1DC_BCN,IXD_BER,2024-10-01,10.0,10.5,True,0.5,customs_hold
972,1DC_BCN,IXD_BER,2024-10-04,10.0,10.3,True,0.3,driver_shortage
973,1DC_BCN,IXD_BER,2024-10-07,10.0,7.8,False,0.0,
974,1DC_BCN,IXD_BER,2024-10-10,10.0,8.0,False,0.0,
975,1DC_BCN,IXD_BER,2024-10-13,10.0,10.9,True,0.9,customs_hold
976,1DC_BCN,IXD_BER,2024-10-16,10.0,9.7,False,0.0,
977,1DC_BCN,IXD_BER,2024-10-19,10.0,10.2,True,0.2,customs_hold
978,1DC_BCN,IXD_BER,2024-10-22,10.0,10.7,True,0.7,port_congestion
979,1DC_BCN,IXD_BER,2024-10-25,10.0,10.9,True,0.9,driver_shortage
980,1DC_BCN,IXD_BER,2024-10-28,10.0,7.8,False,0.0,
981,1DC_BCN,IXD_BER,2024-10-31,10.0,8.8,False,0.0,
982,1DC_BCN,IXD_BER,2024-11-03,10.0,6.4,False,0.0,
983,1DC_BCN,IXD_BER,2024-11-06,10.0,9.3,False,0.0,
984,1DC_BCN,IXD_BER,2024-11-09,10.0,8.2,False,0.0,
985,1DC_BCN,IXD_BER,2024-11-12,10.0,10.7,True,0.7,port_congestion
986,1DC_BCN,IXD_BER,2024-11-15,10.0,8.2,False,0.0,
987,1DC_BCN,IXD_BER,2024-11-18,10.0,10.9,True,0.9,carrier_capacity
988,1DC_BCN,IXD_BER,2024-11-21,10.0,4.9,False,0.0,
989,1DC_BCN,IXD_BER,2024-11-24,10.0,11.5,True,1.5,port_congestion
990,1DC_BCN,IXD_BER,2024-11-27,10.0,8.9,False,0.0,
991,1DC_BCN,IXD_BER,2024-11-30,10.0,9.7,False,0.0,
992,1DC_BCN,IXD_BER,2024-12-03,10.0,10.4,True,0.4,driver_shortage
993,1DC_BCN,IXD_BER,2024-12-06,10.0,10.7,True,0.7,customs_hold
